autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc,,
32045,101,Sarasota,LIDO CASINO BEACH,4,7/1/03,9:40,6,36,FALSE,FALSE,,,Branson,83,86,1,1.8,5.4,7.9,2,2,,3,2,Water clarity fair,,7/2/03 15:00,GOOD,GOOD,1.89,Good,265,,,,,,,,,,,,,,,
32373,102,Sarasota,LIDO CASINO BEACH,4,7/8/03,9:40,17,96,FALSE,FALSE,,,Branson,84,86,1,0.8,0.8,1.2,3,1,,3,3,Water clarity good. A few swimmers,,7/9/03 15:22,GOOD,GOOD,2.9,Good,265,,,,,,,,,,,,,,,
32713,103,Sarasota,LIDO CASINO BEACH,4,7/15/03,9:45,2,8,FALSE,FALSE,,,Branson,84,86,2,2,2.9,2.9,2,2,,3,2,Water clarity good,,7/17/03 7:41,GOOD,GOOD,2.9,Good,265,,,,,,,,,,,,,,,
32900,104,Sarasota,LIDO CASINO BEACH,4,7/21/03,9:45,2,3,FALSE,FALSE,,,Branson,88,86,2,0,0,2,1,2,,3,3,A lot of birds present in water,,7/25/03 8:23,GOOD,GOOD,3.33,Good,265,,,,,,,,,,,,,,,
33356,105,Sarasota,LIDO CASINO BEACH,4,7/29/03,9:45,12,3,FALSE,FALSE,,,Branson,83,87,2,0,0.5,2.3,2,2,,1,2,Water clarity good. A flock of birds to the south,,7/31/03 8:25,GOOD,GOOD,5.47,Good,265,,,,,,,,,,,,,,,
33687,106,Sarasota,LIDO CASINO BEACH,4,8/5/03,10:10,11,20,FALSE,FALSE,,,Branson,85,87,2,0.12,0.12,3.52,1,2,,3,2,"Water clarity fair, greenish tint. Dead fish all over beach, foul smell. Many birds",,8/7/03 8:40,GOOD,GOOD,6.17,Good,265,,,,,,,,,,,,,,,
33997,107,Sarasota,LIDO CASINO BEACH,4,8/11/03,10:10,38,108,FALSE,FALSE,,,Rosenow,88,85,3,4.1,12.7,13.8,2,2,,1,1,"Raining, choppy water. A lot of birds and seaweed on shore",,8/14/03 8:36,MODERATE,GOOD,7.25,Good,265,,,,,,,,,,,,,,,
34285,108,Sarasota,LIDO CASINO BEACH,4,8/19/03,9:50,1,16,FALSE,FALSE,,,Branson,86,86,2,0.12,0.12,2.12,1,2,,3,2,Water clarity good,,8/20/03 16:01,GOOD,GOOD,6.31,Good,265,,,,,,,,,,,,,,,
34636,109,Sarasota,LIDO CASINO BEACH,4,8/26/03,10:15,37,92,FALSE,FALSE,,,Branson,87,86,1,0.04,1.2,3.5,2,2,,1,2,Water clarity good,,8/28/03 8:28,MODERATE,GOOD,11.32,Good,265,,,,,,,,,,,,,,,
34824,110,Sarasota,LIDO CASINO BEACH,4,9/2/03,10:10,2,3,FALSE,FALSE,,,Rosenow,85,84,1,1.2,1.2,5,1,1,,2,3,Water clarity fair,,9/4/03 8:27,GOOD,GOOD,7.91,Good,265,,,,,,,,,,,,,,,
35206,111,Sarasota,LIDO CASINO BEACH,4,9/9/03,9:45,8,12,FALSE,FALSE,,,Branson,85,86,1,0,0.02,3.59,2,2,,2,2,Water clarity good. Empty beach,,9/11/03 8:05,GOOD,GOOD,7.42,Good,265,,,,,,,,,,,,,,,
35464,112,Sarasota,LIDO CASINO BEACH,4,9/16/03,9:45,2,3,FALSE,FALSE,,,Branson,87,83,1,0,0.2,0.2,1,2,,2,3,Water clarity good,,9/18/03 7:50,GOOD,GOOD,4.12,Good,265,,,,,,,,,,,,,,,
35899,113,Sarasota,LIDO CASINO BEACH,4,9/23/03,9:55,15,92,FALSE,FALSE,,,Branson,80,82,2,0,0,0,2,2,,1,2,Water clarity good,,9/25/03 8:04,GOOD,GOOD,7.08,Good,265,,,,,,,,,,,,,,,
36243,114,Sarasota,LIDO CASINO BEACH,4,9/30/03,9:55,14,8,FALSE,FALSE,,,Branson,72,82,2,0.6,1.8,2.66,1,2,,3,2,Water clarity good,,10/2/03 8:22,GOOD,GOOD,5.83,Good,265,,,,,,,,,,,,,,,
36564,115,Sarasota,LIDO CASINO BEACH,4,10/7/03,10:00,12,40,FALSE,FALSE,,,Branson,77,81,1,0,0,0,2,2,,1,2,Water clarity good,,10/9/03 9:06,GOOD,GOOD,8.34,Good,265,,,,,,,,,,,,,,,
36873,116,Sarasota,LIDO CASINO BEACH,4,10/14/03,9:40,7,32,FALSE,FALSE,,,Branson,80,82,2,0,0,0,1,2,,3,1,Water clarity good,,10/15/03 16:29,GOOD,GOOD,8.12,Good,265,,,,,,,,,,,,,,,
37173,117,Sarasota,LIDO CASINO BEACH,4,10/21/03,10:45,10,12,FALSE,FALSE,,,Branson,77,79,1,0,0,0.1,3,1,,2,3,Water clarity good,,10/23/03 8:16,GOOD,GOOD,11.2,Good,265,,,,,,,,,,,,,,,
37425,118,Sarasota,LIDO CASINO BEACH,4,10/28/03,10:45,29,116,FALSE,FALSE,,,Branson,77,79,3,0,0,0,2,2,,1,1,Water clarity good,,10/30/03 8:39,GOOD,GOOD,12.78,Good,265,,,,,,,,,,,,,,,
37830,119,Sarasota,LIDO CASINO BEACH,4,11/4/03,11:15,11,3,FALSE,FALSE,,,Branson,77,76,1,1,1,3.4,1,2,,2,2,Water clarity good. Many seagulls and people on the beach,,11/6/03 8:32,GOOD,GOOD,12.18,Good,265,,,,,,,,,,,,,,,
37971,120,Sarasota,LIDO CASINO BEACH,4,11/10/03,10:30,1,12,FALSE,FALSE,,,Yantorno,75,79,2,0,0,3.8,2,3,,2,2,Water clarity excellent. Approx 200 seagulls on beach near surf.,,11/12/03 8:17,GOOD,GOOD,7.41,Good,265,,,,,,,,,,,,,,,
38524,121,Sarasota,LIDO CASINO BEACH,4,11/18/03,10:55,4,3,FALSE,FALSE,,,Branson,80,78,1,0,0,0,1,2,,1,2,Water clarity good. Many seagulls on beach,,11/20/03 9:18,GOOD,GOOD,6.62,Good,265,,,,,,,,,,,,,,,
38722,122,Sarasota,LIDO CASINO BEACH,4,11/24/03,10:35,3,3,FALSE,FALSE,,,Branson,77,76,1,0,0,0.7,2,2,,1,2,Water clarity good. Piles of seaweed on beach and scattered pieces in water. Two swimmers.,,11/26/03 8:12,GOOD,GOOD,5.21,Good,265,,,,,,,,,,,,,,,
39101,123,Sarasota,LIDO CASINO BEACH,4,12/2/03,10:35,2,8,FALSE,FALSE,,,Branson,69,67,1,0,0,0,1,2,,2,2,Water clarity fair,,12/4/03 12:33,GOOD,GOOD,3.05,Good,265,,,,,,,,,,,,,,,
39279,124,Sarasota,LIDO CASINO BEACH,4,12/8/03,10:00,2,3,FALSE,FALSE,,,Yantorno,58,62,1,0,0,0,2,3,,1,2,Water clarity fair. Approx 200 seabirds on beach near sample point. A few walkers in distance.,,12/10/03 7:28,GOOD,GOOD,2.17,Good,265,,,,,,,,,,,,,,,
39728,125,Sarasota,LIDO CASINO BEACH,4,12/16/03,10:00,3,4,FALSE,FALSE,,,Branson,59,63,2,0,2.2,2.4,1,2,,2,2,Water clarity good. A few dead horseshoe crabs on beach. Approx 100 seagulls on shore.,,12/18/03 9:12,GOOD,GOOD,2.7,Good,265,,,,,,,,,,,,,,,
40000,126,Sarasota,LIDO CASINO BEACH,4,12/22/03,10:00,56,36,FALSE,FALSE,,,Rosenow,62,59,1,0,0,0.9,2,2,,2,3,Water clarity excellent,,12/24/03 7:25,MODERATE,GOOD,4.58,Good,265,,,,,,,,,,,,,,,
40294,127,Sarasota,LIDO CASINO BEACH,4,12/29/03,10:25,198,8,TRUE,FALSE,,,Rosenow,63,62,2,0,0,0.1,1,2,,1,3,Resample 12/31/03,,12/31/03 8:17,POOR,GOOD,10.59,Good,265,,,,,,,,,,,,,,,
40374,127,Sarasota,LIDO CASINO BEACH,4,12/31/03,9:55,3,,FALSE,FALSE,,,Branson,70,64,1,0,0,0,1,2,,2,2,,Resample_1,1/1/04 14:43,GOOD,NA,8.58,Good,265,,,,,,,,,,,,,,,
40540,128,Sarasota,LIDO CASINO BEACH,4,1/6/04,9:55,15,4,FALSE,FALSE,,,Branson,72,68,1,0,0,0,2,2,,1,2,Water clarity good. Approx 150 seagulls on beach,,1/8/04 9:24,GOOD,GOOD,12.01,Good,265,,,,,,,,,,,,,,,
40847,129,Sarasota,LIDO CASINO BEACH,4,1/13/04,9:40,3,8,FALSE,FALSE,,,Branson,59,60,1,0,0.1,0.1,1,2,,2,2,Water clarity good. 100 plus seagulls on shore and approx 30 people,,1/15/04 10:54,GOOD,GOOD,12.85,Good,265,,,,,,,,,,,,,,,
41262,130,Sarasota,LIDO CASINO BEACH,4,1/20/04,9:50,6,12,FALSE,FALSE,,,Yantorno,54,60,1,0.1,1.1,1.1,3,3,,2,1,"Extremely low tide, high chop. Clarity fair.",,1/22/04 7:56,GOOD,GOOD,14.42,Good,265,,,,,,,,,,,,,,,
41635,131,Sarasota,LIDO CASINO BEACH,4,1/27/04,11:00,1,3,FALSE,FALSE,,,Branson,58,63,1,0,0,0,1,2,,1,1,Water clarity good,,1/29/04 10:51,GOOD,GOOD,7.37,Good,265,,,,,,,,,,,,,,,
41936,132,Sarasota,LIDO CASINO BEACH,4,2/3/04,9:50,6,20,FALSE,FALSE,,,Branson,61,60,2,0,0.8,1.1,2,2,,2,2,Water clarity good,,2/5/04 8:15,GOOD,GOOD,4.38,Good,265,,,,,,,,,,,,,,,
42292,133,Sarasota,LIDO CASINO BEACH,4,2/10/04,10:50,5,24,FALSE,FALSE,,,Branson,58,60,1,0,0,0.1,2,2,,1,2,Water clarity good,,2/12/04 10:16,GOOD,GOOD,3.52,Good,265,,,,,,,,,,,,,,,
42613,134,Sarasota,LIDO CASINO BEACH,4,2/17/04,10:05,6,8,FALSE,FALSE,,,Branson,59,61,2,0,1.5,1.5,2,3,,2,2,Water clarity good.,,2/19/04 9:12,GOOD,GOOD,4.04,Good,265,,,,,,,,,,,,,,,
42943,135,Sarasota,LIDO CASINO BEACH,4,2/24/04,10:00,3,3,FALSE,FALSE,,,Branson,68,61,2,0,0,0,2,3,,1,2,Water clarity good,,2/26/04 8:03,GOOD,GOOD,3.52,Good,265,,,,,,,,,,,,,,,
43256,136,Sarasota,LIDO CASINO BEACH,4,3/2/04,9:40,3,4,FALSE,FALSE,,,Branson,68,61,2,0,0,2.4,2,2,,1,2,Water clarity good. Approx 20 people wading in the water and 50 sunbathers.,,3/4/04 8:30,GOOD,GOOD,4.38,Good,265,,,,,,,,,,,,,,,
43575,137,Sarasota,LIDO CASINO BEACH,4,3/9/04,10:05,1,3,FALSE,FALSE,,,Branson,61,65,2,0,0,0,2,2,,2,2,Water clarity good. Approx 100 seagulls on beach,,3/11/04 9:04,GOOD,GOOD,3.06,Good,265,,,,,,,,,,,,,,,
43779,138,Sarasota,LIDO CASINO BEACH,4,3/16/04,9:55,29,40,FALSE,FALSE,,,Branson,69,65,3,0,0,0,2,2,,1,1,Water clarity good. Raining,,3/17/04 15:16,GOOD,GOOD,4.35,Good,265,,,,,,,,,,,,,,,
44190,139,Sarasota,LIDO CASINO BEACH,4,3/22/04,10:00,1,4,FALSE,FALSE,,,Branson,64,63,1,0,0,0.7,2,2,,2,2,Water clarity fair. Seagulls scattered all over beach,,3/25/04 8:52,GOOD,GOOD,3.04,Good,265,,,,,,,,,,,,,,,
44490,140,Sarasota,LIDO CASINO BEACH,4,3/30/04,9:25,1,3,FALSE,FALSE,,,Branson,69,71,1,0,0,0,2,2,,1,2,Water clarity good,,4/1/04 8:06,GOOD,GOOD,2.44,Good,265,,,,,,,,,,,,,,,
44833,141,Sarasota,LIDO CASINO BEACH,4,4/6/04,9:25,1,3,FALSE,FALSE,,,Branson,67,69,2,0,0,0,2,2,,2,2,Water clarity good,,4/8/04 8:12,GOOD,GOOD,1.96,Good,265,,,,,,,,,,,,,,,
45030,142,Sarasota,LIDO CASINO BEACH,4,4/12/04,10:05,30,24,FALSE,FALSE,,,Branson,71,68,3,1.5,1.5,1.5,2,3,,1,1,Water cloudy,,4/14/04 11:39,GOOD,GOOD,3.87,Good,265,,,,,,,,,,,,,,,
45483,143,Sarasota,LIDO CASINO BEACH,4,4/20/04,9:55,3,4,FALSE,FALSE,,,Branson,74,70,2,0,0,0,2,3,,1,2,Water cloudy,,4/22/04 8:07,GOOD,GOOD,2.46,Good,265,,,,,,,,,,,,,,,
45790,144,Sarasota,LIDO CASINO BEACH,4,4/27/04,9:45,3,3,FALSE,FALSE,,,Branson,71,72,2,0.4,0.4,0.4,2,3,,2,2,Water cloudy,,4/29/04 9:03,GOOD,GOOD,3.06,Good,265,,,,,,,,,,,,,,,
46055,145,Sarasota,LIDO CASINO BEACH,4,5/4/04,9:40,3,9,FALSE,FALSE,,,Branson,73,75,1,0.7,0.9,4,2,2,,2,2,Water cloudy,,5/5/04 15:57,GOOD,GOOD,3.82,Good,265,,,,,,,,,,,,,,,
46397,146,Sarasota,LIDO CASINO BEACH,4,5/11/04,9:55,8,9,FALSE,FALSE,,,Branson,74,76,2,0,0,0,2,2,,2,2,Water clarity good,,5/13/04 9:00,GOOD,GOOD,5.79,Good,265,,,,,,,,,,,,,,,
46706,147,Sarasota,LIDO CASINO BEACH,4,5/18/04,9:50,192,10,TRUE,FALSE,,,Branson,77,75,1,1.3,1.3,1.3,2,2,,1,2,Resampled entero 5/20/04. Water clarity good,,5/20/04 8:15,POOR,GOOD,8.39,Good,265,,5/18/04,5/18/04,14:25,E84167,,5/18/04,5/18/04,14:25,,,,,,
46800,147,Sarasota,LIDO CASINO BEACH,4,5/20/04,8:40,104,0,TRUE,FALSE,,,Branson,74,76,1,0,1.3,1.3,2,3,,1,2,Water clarity good. Only one resample taken instead of the routine 3 samples,Resample_1,5/21/04 18:54,POOR,NA,12.76,Good,265,,5/20/04,5/20/04,13:20,E84167,,,1/1/1900,,,,,,,
46848,148,Sarasota,LIDO CASINO BEACH,4,5/24/04,9:45,4,9,FALSE,FALSE,,,Yantorno,81,80,1,0,0,1.3,2,2,,1,2,"Water is cloudy, stirred up.",,5/25/04 15:30,GOOD,GOOD,13.39,Good,265,,5/24/04,5/24/04,14:25,E84167,U,5/24/04,5/24/04,14:25,,,,,,
47286,149,Sarasota,LIDO CASINO BEACH,4,6/1/04,10:05,20,20,FALSE,FALSE,,,Rosenow,85,83,1,0,0,0,2,1,,1,1,,,6/11/04 12:45,GOOD,GOOD,18.36,Good,265,,6/1/04,6/1/04,14:02,E84167,,6/1/04,6/1/04,14:02,,,,,,
47670,150,Sarasota,LIDO CASINO BEACH,4,6/7/04,11:10,4,9,FALSE,FALSE,,,Branson,80,86,1,0,0,0,2,2,,1,3,,,6/10/04 13:24,GOOD,GOOD,19.27,Good,265,,6/7/04,6/7/04,15:30,E84167,U,6/7/04,6/7/04,15:30,,,,,,
47820,151,Sarasota,LIDO CASINO BEACH,4,6/14/04,9:55,56,40,FALSE,FALSE,,,Branson,80,87,1,0,0.3,1.1,2,2,,1,2,,,7/1/04 14:01,MODERATE,GOOD,26.65,Good,265,,6/14/04,6/14/04,15:05,E84167,,6/14/04,6/14/04,15:05,,,,,,
48144,152,Sarasota,LIDO CASINO BEACH,4,6/21/04,11:15,3,9,FALSE,FALSE,,,Branson,80,85,1,0,0,0,2,2,,1,2,,,6/22/04 17:18,GOOD,GOOD,8.83,Good,265,U,6/21/04,6/21/04,14:55,E84167,U,6/21/04,6/21/04,14:55,,,,,,
48432,153,Sarasota,LIDO CASINO BEACH,4,6/28/04,10:00,3,9,FALSE,FALSE,,,Rosenow,80,86,2,0,0,0,2,1,,1,3,,,7/1/04 14:32,GOOD,GOOD,8.34,Good,265,U,6/28/04,6/28/04,14:10,E84167,,6/28/04,6/28/04,14:10,,,,,,
48879,154,Sarasota,LIDO CASINO BEACH,4,7/6/04,9:55,3,110,FALSE,FALSE,,,Branson,84,88,1,0,0,0,2,2,,1,2,,,7/8/04 13:38,GOOD,GOOD,5.71,Good,265,U,7/6/04,7/6/04,14:11,E84167,,7/6/04,7/6/04,14:11,,,,,,
49184,155,Sarasota,LIDO CASINO BEACH,4,7/12/04,10:40,3,9,FALSE,FALSE,,,Branson,85,88,1,0,0,0,3,1,,1,3,,,8/4/04 15:17,GOOD,GOOD,5.39,Good,265,U,7/12/04,7/12/04,15:00,E84167,U,7/12/04,7/12/04,15:00,,,,,,
49526,156,Sarasota,LIDO CASINO BEACH,4,7/21/04,7:10,3,9,FALSE,FALSE,,,Branson,83,88,2,5.1,3.6,0,2,2,,2,2,,,8/23/04 17:04,GOOD,GOOD,3,Good,265,U,7/21/04,7/21/04,12:15,E84167,U,7/21/04,7/21/04,12:15,,,,,,
49763,157,Sarasota,LIDO CASINO BEACH,4,7/26/04,9:50,12,30,FALSE,FALSE,,,Branson,88,87,2,3.2,1.9,1.4,1,2,,1,2,,,8/23/04 17:12,GOOD,GOOD,3.96,Good,265,,7/26/04,7/26/04,15:15,E84167,,7/26/04,7/26/04,15:15,,,,,,
50026,158,Sarasota,LIDO CASINO BEACH,4,8/2/04,11:10,4,9,FALSE,FALSE,,,Branson,81,86,2,2.9,2.7,1.2,2,2,,2,1,,,9/19/04 14:55,GOOD,GOOD,4.19,Good,265,,,,,,,,,,,,,,,
50317,159,Sarasota,LIDO CASINO BEACH,4,8/9/04,10:30,3,10,FALSE,FALSE,,,Branson,83,86,2,2.6,2,0,1,2,,3,2,,,9/19/04 15:12,GOOD,GOOD,4.19,Good,265,,,,,,,,,,,,,,,
50803,160,Sarasota,LIDO CASINO BEACH,4,8/17/04,10:10,3,9,FALSE,FALSE,,,Rosenow,82,85,1,1,1,0,3,3,,1,3,,,9/19/04 15:20,GOOD,GOOD,4.19,Good,265,,,,,,,,,,,,,,,
50954,161,Sarasota,LIDO CASINO BEACH,4,8/23/04,11:10,3,9,FALSE,FALSE,,,Branson,84,87,2,2.3,2.3,0.7,1,2,,1,2,,,9/19/04 15:27,GOOD,GOOD,4.19,Good,265,,,,,,,,,,,,,,,
51438,162,Sarasota,LIDO CASINO BEACH,4,8/30/04,11:25,8,9,FALSE,FALSE,,,Branson,81,87,2,0.1,0,0,2,2,,1,2,,,9/19/04 15:43,GOOD,GOOD,3.87,Good,265,,,,,,,,,,,,,,,
51645,163,Sarasota,LIDO CASINO BEACH,4,9/7/04,10:15,3,9,FALSE,FALSE,,,Branson,81,83,2,0,2.3,2.3,1,2,,2,1,,,10/20/04 15:38,GOOD,GOOD,3.65,Good,265,,,1/1/1900,,,,,1/1/1900,,,,,,,
51987,164,Sarasota,LIDO CASINO BEACH,4,9/14/04,10:15,100,140,FALSE,FALSE,,,Branson,79,84,2,0.1,0.5,0.9,2,2,,2,2,,,10/20/04 15:50,MODERATE,GOOD,7.36,Good,265,,,1/1/1900,,,,,1/1/1900,,,,,,,
52221,165,Sarasota,LIDO CASINO BEACH,4,9/20/04,10:05,3,20,FALSE,FALSE,,,Branson,79,84,2,0.2,0.2,0.4,1,3,,2,2,,,10/20/04 16:00,GOOD,GOOD,7.36,Good,265,,,,,,,,,,,,,,,
52600,166,Sarasota,LIDO CASINO BEACH,4,9/29/04,10:15,3,9,FALSE,FALSE,,,Branson,81,79,1,0,0.1,0.7,2,3,,3,2,,,9/30/04 11:24,GOOD,GOOD,7.36,Good,265,,,1/1/1900,,,,,1/1/1900,,,,,,,
52884,167,Sarasota,LIDO CASINO BEACH,4,10/4/04,10:45,3,100,FALSE,FALSE,,,Rosenow,81,79,1,0.4,0,0,1,2,,1,3,,,10/6/04 11:16,GOOD,GOOD,6.05,Good,265,,,1/1/1900,,,,,1/1/1900,,,,,,,
53248,168,Sarasota,LIDO CASINO BEACH,4,10/11/04,10:05,76,80,FALSE,FALSE,,,Branson,80,79,2,1.1,0.8,0.8,2,2,,1,2,,,10/13/04 16:14,MODERATE,GOOD,11.55,Good,265,,,1/1/1900,,,,,1/1/1900,,,,,,,
53539,169,Sarasota,LIDO CASINO BEACH,4,10/18/04,10:25,3,9,FALSE,FALSE,,,POUSO,76,78,1,0.1,0,0,3,3,,1,3,,,10/20/04 9:12,GOOD,GOOD,5.73,Good,265,,,1/1/1900,,,,,1/1/1900,,,,,,,
54018,170,Sarasota,LIDO CASINO BEACH,4,10/25/04,10:05,28,50,FALSE,FALSE,,,POUSO,78,78,1,0,0,0,2,2,,1,3,,,,Good,Good,8.95,Good,265,,10/25/04,10/25/04,15:00,E84167,,10/25/04,10/25/04,15:00,,,,,,
54188,171,Sarasota,LIDO CASINO BEACH,4,11/1/04,9:50,3,9,FALSE,FALSE,,,POUSO,80,78,2,0,0,0,3,3,,1,2,,,,Good,Good,8.95,Good,265,U,11/1/04,11/1/04,14:45,E84167,U,11/1/04,11/1/04,14:45,,,,,,
54532,172,Sarasota,LIDO CASINO BEACH,4,11/8/04,10:10,3,9,FALSE,FALSE,,,POUSO,69,76,1,0,0,0.05,1,1,,2,2,,,,Good,Good,8.95,Good,265,U,11/8/04,11/8/04,14:54,E84167,U,11/8/04,11/8/04,14:54,,,,,,
54815,173,Sarasota,LIDO CASINO BEACH,4,11/15/04,10:15,3,20,FALSE,FALSE,,,POUSO,71,73,1,0,0,0.03,3,3,,3,2,,,,Good,Good,4.69,Good,265,U,11/15/04,11/15/04,15:13,E84167,,11/15/04,11/15/04,15:13,,,,,,
55240,174,Sarasota,LIDO CASINO BEACH,4,11/22/04,10:20,4,20,FALSE,FALSE,,,POUSO,78,73,1,0,0.01,0.01,1,1,,1,2,,,,Good,Good,4.97,Good,265,,11/22/04,11/22/04,15:15,E84167,,11/22/04,11/22/04,15:15,,,,,,
55602,175,Sarasota,LIDO CASINO BEACH,4,11/30/04,11:20,3,9,FALSE,FALSE,,,POUSO,72,70,1,0,0,1.21,3,3,,3,3,,,,Good,Good,3.18,Good,265,U,11/30/04,11/30/04,13:05,E84167,U,11/30/04,11/30/04,13:05,,,,,,
55877,176,Sarasota,LIDO CASINO BEACH,4,12/6/04,11:25,3,60,FALSE,FALSE,,,POUSO,74,69,1,0,0,0,1,2,,1,2,,,,Good,Good,3.18,Good,265,U,12/6/04,12/6/04,15:25,E84167,,12/6/04,12/6/04,15:25,,,,,,
56052,177,Sarasota,LIDO CASINO BEACH,4,12/13/04,11:45,3,9,FALSE,FALSE,,,POUSO,69,69,1,0,0,0.04,2,3,,3,2,,,,Good,Good,3.18,Good,265,U,12/13/04,12/13/04,15:00,E84167,U,12/13/04,12/13/04,15:00,,,,,,
56403,178,Sarasota,LIDO CASINO BEACH,4,12/20/04,11:45,3,9,FALSE,FALSE,,,POUSO,51,57,1,0,0.01,0.1,1,2,,3,1,,,,Good,Good,3.18,Good,265,U,12/20/04,12/20/04,15:30,E84167,U,12/20/04,12/20/04,15:30,,,,,,
56648,179,Sarasota,LIDO CASINO BEACH,4,12/27/04,11:05,40,20,FALSE,FALSE,,,ROSENOW,59,63,1,0.04,2.85,2.88,2,3,,2,2,,,,Moderate,Good,5.04,Good,265,,12/27/04,12/27/04,14:35,E84167,,12/27/04,12/27/04,14:35,,,,,,
56973,180,Sarasota,LIDO CASINO BEACH,4,1/3/05,12:00,3,9,FALSE,FALSE,,,POUSO,72,60,1,0,0,0,1,3,,3,2,,,,Good,Good,5.04,Good,265,U,1/3/05,1/3/05,14:53,E84167,U,1/3/05,1/3/05,14:53,,,,,,
57274,181,Sarasota,LIDO CASINO BEACH,4,1/10/05,11:45,3,10,FALSE,FALSE,,,POUSO,72,68,1,0,0.02,0.03,3,3,,3,3,,,,Good,Good,5.04,Good,265,U,1/10/05,1/10/05,14:30,E84167,,1/10/05,1/10/05,14:30,,,,,,
57672,182,Sarasota,LIDO CASINO BEACH,4,1/18/05,11:40,3,9,FALSE,FALSE,,,POUSO,55,64,1,0,0,1.04,2,2,,2,2,,,,Good,Good,5.04,Good,265,U,1/18/05,1/18/05,15:30,E84167,U,1/18/05,1/18/05,15:30,,,,,,
57906,183,Sarasota,LIDO CASINO BEACH,4,1/24/05,11:30,3,9,FALSE,FALSE,,,POUSO,49,58,1,0,0.02,0.04,3,3,,3,2,,,,Good,Good,5.04,Good,265,U,1/24/05,1/24/05,15:05,E84167,U,1/24/05,1/24/05,15:05,,,,,,
58386,184,Sarasota,LIDO CASINO BEACH,4,1/31/05,11:35,3,9,FALSE,FALSE,,,POUSO,63,64,1,0,0.01,0.02,3,3,,3,3,,,,Good,Good,3,Good,265,U,1/31/05,1/31/05,14:20,E84167,U,1/31/05,1/31/05,14:20,,,,,,
58617,185,Sarasota,LIDO CASINO BEACH,4,2/7/05,11:40,3,9,FALSE,FALSE,,,POUSO,70,64,1,0,0,0,2,2,,3,3,,,,Good,Good,3,Good,265,U,2/7/05,2/7/05,15:10,E84167,U,2/7/05,2/7/05,15:10,,,,,,
58929,186,Sarasota,LIDO CASINO BEACH,4,2/14/05,11:35,3,9,FALSE,FALSE,,,POUSO,73,59,1,0,0,0,3,3,,1,2,,,,Good,Good,3,Good,265,U,2/14/05,2/14/05,15:45,E84167,U,2/14/05,2/14/05,15:45,,,,,,
59307,187,Sarasota,LIDO CASINO BEACH,4,2/21/05,11:05,3,20,FALSE,FALSE,,,ROSENOW,73,64,1,0,0,0.02,1,2,,1,1,,,,Good,Good,3,Good,265,U,2/21/05,2/21/05,15:45,E84167,,2/21/05,2/21/05,15:45,,,,,,
59571,188,Sarasota,LIDO CASINO BEACH,4,2/28/05,11:50,148,250,TRUE,FALSE,,,POUSO,70,67,1,0,5.23,5.23,2,3,,3,1,,,,Poor,Moderate,6.54,Good,265,,2/28/05,2/28/05,15:40,E84167,,2/28/05,2/28/05,15:40,,,,,,
59672,188,Sarasota,LIDO CASINO BEACH,4,3/2/05,11:25,6,9,FALSE,FALSE,,,POUSO,56,66,1,0,0,5.23,2,3,,3,2,,Resample_1,3/3/05 0:00,Good,Good,,NA,265,,3/2/05,3/2/05,15:58,E84167,U,3/2/05,3/2/05,15:58,,,,,,
59899,189,Sarasota,LIDO CASINO BEACH,4,3/7/05,11:45,3,9,FALSE,FALSE,,,POUSO,70,65,1,0,0,0.19,2,2,,3,3,,,,Good,Good,6.45,Good,265,U,3/7/05,3/7/05,15:45,E84167,U,3/7/05,3/7/05,15:45,,,,,,
60186,190,Sarasota,LIDO CASINO BEACH,4,3/14/05,11:50,3,9,FALSE,FALSE,,,POUSO,76,71,2,0,0,0.6,2,2,,3,2,,,,Good,Good,6.45,Good,265,U,3/14/05,3/14/05,15:10,E84167,U,3/14/05,3/14/05,15:10,,,,,,
60528,191,Sarasota,LIDO CASINO BEACH,4,3/21/05,11:55,4,10,FALSE,FALSE,,,POUSO,71,69,2,0,0.02,3.72,2,1,,1,3,,,,Good,Good,6.77,Good,265,,3/21/05,3/21/05,15:15,E84167,U,3/21/05,3/21/05,15:15,,,,,,
60889,192,Sarasota,LIDO CASINO BEACH,4,3/29/05,12:00,3,9,FALSE,FALSE,,,POUSO,73,73,1,0,0.01,0.21,2,1,,3,1,,,,Good,Good,6.77,Good,265,U,3/29/05,3/29/05,15:15,E84167,U,3/29/05,3/29/05,15:15,,,,,,
61274,193,Sarasota,LIDO CASINO BEACH,4,4/4/05,11:45,3,9,FALSE,FALSE,,,POUSO,67,73,1,0,0.89,0.89,2,2,,3,2,,,,Good,Good,3.18,Good,265,U,4/4/05,4/4/05,15:25,E84167,U,4/4/05,4/4/05,15:25,,,,,,
