autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc,,
117694,373,Manatee,PALMA SOLA NORTH,5,9/15/2008,10:00,20,9,FALSE,FALSE,,,H. Roese,84,85.4,1,0,0,0.05,2,2,,2,3,,,,Good,Good,10.78,Good,156,,8090472,10/15/2008,12:45,E84167,U,8090472,10/15/2008,12:45,,,,,,
117886,374,Manatee,PALMA SOLA NORTH,5,9/22/2008,12:00,9,9,FALSE,FALSE,,,TStripling,84.4,84.2,1,0.01,0.01,0.03,1,3,,2,2,,,,Good,Good,10.78,Good,156,U,8090699,9/22/2008,12:50,E84167,U,8090699,9/22/2008,12:50,,,,,,
118165,375,Manatee,PALMA SOLA NORTH,5,9/29/2008,10:50,9,9,FALSE,FALSE,,,TStripling,80.4,79.6,1,0,0,0.1,2,2,,2,2,,,,Good,Good,10.78,Good,156,U,8090915,9/29/2008,11:45,E84167,U,8090915,9/29/2008,11:45,,,,,,
118523,376,Manatee,PALMA SOLA NORTH,5,10/6/2008,9:30,10,20,FALSE,FALSE,,,TStripling,78.1,78.4,1,0.07,0.07,0.72,1,2,,2,2,,,,Good,Good,10.78,Good,156,,8100187,10/6/2008,13:40,E84167,,8100187,10/6/2008,13:40,,,,,,
118775,377,Manatee,PALMA SOLA NORTH,5,10/13/2008,10:00,10,9,FALSE,FALSE,,,TStripling,80.9,80.4,1,0.11,0.12,1.25,2,2,,2,2,,,,Good,Good,11.01,Good,156,,8100405,10/13/2008,13:45,E84167,U,8100405,10/13/2008,13:45,,,,,,
119276,378,Manatee,PALMA SOLA NORTH,5,10/21/2008,12:10,9,9,FALSE,FALSE,,,TStripling,78.6,77.6,1,0,0,0,1,2,,2,2,,,,Good,Good,9.39,Good,156,U,8100640,10/21/2008,15:00,E84167,U,8100640,10/21/2008,15:00,,,,,,
119480,379,Manatee,PALMA SOLA NORTH,5,10/27/2008,10:20,9,9,FALSE,FALSE,,,TStripling,77.3,76.8,1,0,0.05,0.84,2,2,,2,2,,,,Good,Good,9.39,Good,156,U,8100783,10/27/2008,13:10,E84167,U,8100783,10/27/2008,13:10,,,,,,
119775,380,Manatee,PALMA SOLA NORTH,5,11/3/2008,9:50,9,9,FALSE,FALSE,,,TStripling,69.8,68.8,1,0,0,0,1,3,,2,2,,,,Good,Good,9.39,Good,156,U,8110032,11/3/2008,12:45,E84167,U,8110032,11/3/2008,12:45,,,,,,
120008,381,Manatee,PALMA SOLA NORTH,5,11/10/2008,10:05,10,9,FALSE,FALSE,,,TStripling,79.3,79.2,1,0,0,0,2,1,,2,2,,,,Good,Good,9.39,Good,156,,8110276,11/10/2008,13:30,E84167,U,8110276,11/10/2008,13:30,,,,,,
120336,382,Manatee,PALMA SOLA NORTH,5,11/17/2008,10:30,9,10,FALSE,FALSE,,,TStripling,59.2,66.5,1,0,0.29,0.29,3,3,,2,3,,,,Good,Good,9.19,Good,156,U,8110455,11/17/2008,13:20,E84167,,8110455,11/17/2008,13:20,,,,,,
120667,383,Manatee,PALMA SOLA NORTH,5,11/24/2008,11:50,9,9,FALSE,FALSE,,,TStripling,65.9,61.7,1,0,0,0,2,1,,2,2,,,,Good,Good,9.19,Good,156,U,8110668,11/24/2008,12:40,E84167,U,8110668,11/24/2008,12:40,,,,,,
121045,384,Manatee,PALMA SOLA NORTH,5,12/1/08,10:30,30,20,FALSE,FALSE, , ,TStripling,68.5,66.5,1,0.55,0.55,0.59,3,3, ,2,2,, , ,Good      ,Good      ,11.69,Good      ,156,,8120004,12/1/08,13:05,E84167,,8120004,12/1/08,13:05,,,,,,
121243,385,Manatee,PALMA SOLA NORTH,5,12/8/08,12:50,9,9,FALSE,FALSE, , ,TStripling,69.9,63.2,1,0,0,0.04,1,2, ,2,2,, , ,Good      ,Good      ,11.69,Good      ,156,U,8120249,12/8/08,13:50,E84167,U,8120249,12/8/08,13:50,,,,,,
121755,386,Manatee,PALMA SOLA NORTH,5,12/15/08,11:45,150,9,TRUE,FALSE, , ,TStripling,68.5,65,1,0,0,0.84,3,3, ,2,3,, , ,Poor      ,Good      ,20.1,Good      ,156,,8120442,12/15/08,12:30,E84167,U,8120442,12/15/08,12:30,,,,,,
121758,386,Manatee,PALMA SOLA NORTH,5,12/16/08,15:20,20,0,FALSE,FALSE, , ,TStripling,70,70.4,1,0.11,0.11,0.95,2,2, ,1,2,,Resample_1  ,02:02.6,Good      ,N/A       ,20.08,Good      ,156,,8120509,12/16/08,16:30,E84167,,,,,,,,,,
121883,387,Manatee,PALMA SOLA NORTH,5,12/22/08,12:45,9,10,FALSE,FALSE, , ,TStripling,53.7,66.2,1,0,0,0.11,2,2, ,2,2,, , ,Good      ,Good      ,20.08,Good      ,156,U,8120677,12/22/08,13:40,E84167,,8120677,12/22/08,13:40,,,,,,
122143,388,Manatee,PALMA SOLA NORTH,5,12/29/08,9:55,9,9,FALSE,FALSE, , ,TStripling,71.5,69.8,1,0,0.01,0.02,2,3, ,2,3,, , ,Good      ,Good      ,20.08,Good      ,156,U,8120848,12/29/08,12:50,E84167,U,8120848,12/29/08,12:50,,,,,,
122440,389,Manatee,PALMA SOLA NORTH,5,1/5/2009,10:00,9,9,FALSE,FALSE,,,TStripling,71.6,68.6,1,0,0,0,2,3,,2,2,,,,Good,Good,16.43,Good,156,U,9010060,1/5/09 0:00,13:05,E84167,U,9010060,1/5/09 0:00,13:05,9,9,,,,
122835,390,Manatee,PALMA SOLA NORTH,5,1/12/2009,11:50,30,30,FALSE,FALSE,,,TStripling,64.7,68.5,2,0,0,0.04,2,3,,2,2,,,,Good,Good,20.08,Good,156,,9010337,1/12/09 0:00,13:05,E84167,,9010337,1/12/09 0:00,13:05,9,9,,,,
123359,391,Manatee,PALMA SOLA NORTH,5,1/21/2009,11:10,9,10,FALSE,FALSE,,,t stripling,44.8,55.6,1,0,0,0.03,2,3,,2,3,,,,Good,Good,11.45,Good,156,,9010644,1/21/09 0:00,13:45,E84167,,9010644,1/21/09 0:00,13:45,9,9,,,,
123694,392,Manatee,PALMA SOLA NORTH,5,1/26/2009,10:20,30,9,FALSE,FALSE,,,T. Stripling,68.7,59.7,1,0,0,0,2,3,,3,3,,,,Good,Good,14.57,Good,156,,9010768,1/26/09 0:00,13:30,E84167,,9010768,1/26/09 0:00,13:30,9,9,,,,
123811,393,Manatee,PALMA SOLA NORTH,5,2/2/2009,10:05,10,30,FALSE,FALSE,,,TStripling,63.2,61.4,2,0.13,0.13,0.13,2,3,,2,2,,,,Good,Good,14.88,Good,156,,9020022,2/2/09 0:00,13:15,E84167,,9020022,2/2/09 0:00,13:15,9,9,,,,
124113,394,Manatee,PALMA SOLA NORTH,5,2/9/2009,12:10,10,9,FALSE,FALSE,,,TStripling,70.7,59.4,1,0,0,0,2,3,,2,2,,,,Good,Good,15.19,Good,156,,9020258,2/9/09 0:00,13:00,E84167,U,9020258,2/9/09 0:00,13:00,9,9,,,,
124429,395,Manatee,PALMA SOLA NORTH,5,2/16/2009,12:45,9,9,FALSE,FALSE,,,TStripling,65.5,69.2,1,0,0,0.01,2,3,,2,2,,,,Good,Good,11.94,Good,156,U,9020472,2/16/09 0:00,13:30,E84167,U,9020472,2/16/09 0:00,13:30,9,9,,,,
124837,396,Manatee,PALMA SOLA NORTH,5,2/23/2009,12:55,9,9,FALSE,FALSE,,,TStripling,71.6,63,1,0,0,0.06,2,3,,2,2,,,,Good,Good,11.94,Good,156,U,9020698,2/24/09 0:00,14:00,E84167,U,9020698,2/24/09 0:00,14:00,9,9,,,,
125163,397,Manatee,PALMA SOLA NORTH,5,3/4/2009,12:25,9,9,FALSE,FALSE,,,TStripling,60.1,59.8,1,0,0.13,0.13,2,2,,2,2,,,,Good,Good,9.39,Good,156,U,9030102,3/4/09 0:00,13:30,E84167,U,9030102,3/4/09 0:00,13:30,9,9,,,,
125305,398,Manatee,PALMA SOLA NORTH,5,3/9/2009,12:40,10,20,FALSE,FALSE,,,TStripling,71,67.4,1,0,0,0,2,3,,3,3,,,,Good,Good,9.39,Good,156,,9030288,3/9/09 0:00,13:20,E84167,,9030288,3/9/09 0:00,13:20,9,9,,,,
125618,399,Manatee,PALMA SOLA NORTH,5,3/16/2009,10:00,9,9,FALSE,FALSE,,,TStripling,75.9,74.8,1,0,0,0,2,2,,2,2,,,,Good,Good,9.19,Good,156,U,9030488,3/16/09 0:00,13:20,E84167,U,9030488,3/16/09 0:00,13:20,9,9,,,,
125860,400,Manatee,PALMA SOLA NORTH,5,3/23/2009,12:20,9,9,FALSE,FALSE,,,TStripling,65.8,69.9,2,0,0,0.08,1,2,,2,2,,,,Good,Good,9.19,Good,156,U,9030670,3/23/09 0:00,13:30,E84167,U,9030670,3/23/09 0:00,13:30,9,9,,,,
126265,401,Manatee,PALMA SOLA NORTH,5,3/30/2009,12:55,9,9,FALSE,FALSE,,,TStripling,67.3,73.1,1,0.6,0.6,0.6,2,1,,2,2,,,,Good,Good,9.19,Good,156,U,9030848,3/30/09 0:00,14:20,E84167,U,9030848,3/30/09 0:00,14:20,9,9,,,,
126491,402,Manatee,PALMA SOLA NORTH,5,4/6/2009,13:15,20,9,FALSE,FALSE,,,TStripling,81.6,78.5,2,0,0.38,0.38,2,1,,1,2,,,,Good,Good,10.78,Good,156,,9040181,4/6/09 0:00,14:20,E84167,U,9040181,4/6/09 0:00,14:20,9,9,,,,
126821,403,Manatee,PALMA SOLA NORTH,5,4/13/2009,13:45,9,9,FALSE,FALSE,,,TStripling,79.8,75.9,1,0,0,0,2,1,,2,2,,,,Good,Good,10.56,Good,156,U,9040395,4/13/09 0:00,14:50,E84167,U,9040395,4/13/09 0:00,14:50,9,9,,,,
127174,404,Manatee,PALMA SOLA NORTH,5,4/20/2009,12:35,9,9,FALSE,FALSE,,,TStripling,73.9,77.4,2,0,0,1.12,2,2,,1,2,,,,Good,Good,10.56,Good,156,U,9040611,4/20/09 0:00,13:30,E84167,U,9040611,4/20/09 0:00,13:30,9,9,,,,
127500,405,Manatee,PALMA SOLA NORTH,5,4/27/2009,12:30,9,9,FALSE,FALSE,,,TStripling,81.9,76.1,1,0,0,0,2,1,,2,1,,,,Good,Good,10.56,Good,156,U,9040856,4/27/09 0:00,13:30,E84167,U,9040856,4/27/09 0:00,13:30,9,9,,,,
127703,406,Manatee,PALMA SOLA NORTH,5,5/4/2009,12:00,9,9,FALSE,FALSE,,,TStripling,79.7,79.1,1,0,0,0,2,1,,1,2,,,,Good,Good,10.56,Good,156,U,9050070,5/4/09 0:00,12:30,E84167,U,9050070,5/4/09 0:00,12:30,9,9,,,,
128079,407,Manatee,PALMA SOLA NORTH,5,5/11/2009,11:40,9,10,FALSE,FALSE,,,TStripling,81.1,83.7,1,0,0,0,2,2,,1,2,,,,Good,Good,9,Good,156,U,9050324,5/11/09 0:00,13:00,E84167,,9050324,5/11/09 0:00,13:00,9,9,,,,
128577,408,Manatee,PALMA SOLA NORTH,5,5/18/2009,13:15,9,30,FALSE,FALSE,,,TStripling,72,79.8,3,0.3,2.16,3.22,1,2,,2,2,,,,Good,Good,9,Good,156,U,9050555,5/18/09 0:00,13:45,E84167,,9050555,5/18/09 0:00,13:45,9,9,,,,
128874,409,Manatee,PALMA SOLA NORTH,5,5/26/2009,9:45,9,9,FALSE,FALSE,,,Tstripling,81.4,81.3,1,0,0.52,1.72,2,1,,2,3,,,,Good,Good,9,Good,156,U,9050773,5/26/09 0:00,12:30,E84167,U,9050773,5/26/09 0:00,12:30,9,9,,,,
129102,410,Manatee,PALMA SOLA NORTH,5,6/2/2009,9:40,9,9,FALSE,FALSE,,,TStripling,80.5,83.6,1,0,0,0.37,3,1,,2,3,,,,Good,Good,9,Good,156,U,9060038,6/2/09 0:00,13:00,E84167,U,9060038,6/2/09 0:00,13:00,9,9,,,,
129262,411,Manatee,PALMA SOLA NORTH,5,6/8/2009,10:10,9,90,FALSE,FALSE,,,TStripling,77,82.5,2,0.2,0.45,1.92,2,1,,2,2,,,,Good,Good,9,Good,156,U,9060215,6/8/09 0:00,12:55,E84167,,9060215,6/8/09 0:00,12:55,9,9,,,,
129597,412,Manatee,PALMA SOLA NORTH,5,6/15/2009,9:35,9,9,FALSE,FALSE,,,TStripling,82.4,86.3,1,0,0,0.02,1,2,,1,2,,,,Good,Good,9,Good,156,U,9060396,6/15/09 0:00,13:30,E84167,U,9060396,6/15/09 0:00,13:30,9,9,,,,
130098,413,Manatee,PALMA SOLA NORTH,5,6/22/2009,10:00,9,9,FALSE,FALSE,,,TStripling,85.6,88.1,2,0,0,1.15,2,1,,1,2,,,,Good,Good,9,Good,156,U,9060589,6/22/09 0:00,13:00,E84167,U,9060589,6/22/09 0:00,13:00,9,9,,,,
130415,414,Manatee,PALMA SOLA NORTH,5,6/29/2009,10:15,9,10,FALSE,FALSE,,,TStripling,79.1,84.6,3,0.01,0.25,0.86,1,2,,1,2,,,,Good,Good,9,Good,156,U,9060775,6/29/09 0:00,13:25,E84167,,9060775,6/29/09 0:00,13:25,9,9,,,,
130611,415,Manatee,PALMA SOLA NORTH,5,7/6/2009,12:00,10,9,FALSE,FALSE,,,TStripling,83.7,86.4,1,0,0,4.1,2,1,,1,2,,,,Good,Good,9.19,Good,156,,9070157,7/6/09 0:00,13:25,E84167,U,9070157,7/6/09 0:00,13:25,9,9,,,,
130856,416,Manatee,PALMA SOLA NORTH,5,7/13/2009,9:55,9,9,FALSE,FALSE,,,TStripling,84.4,86.2,2,0,0.28,2.13,1,2,,1,3,,,,Good,Good,9.19,Good,156,U,9070414,7/13/09 0:00,12:35,E84167,U,9070414,7/13/09 0:00,12:35,9,9,,,,
131350,417,Manatee,PALMA SOLA NORTH,5,7/20/2009,10:50,9,9,FALSE,FALSE,,,TStripling,78.3,86.4,1,0.73,0.79,1.5,2,1,,2,2,,,,Good,Good,9.19,Good,156,U,9070690,7/20/09 0:00,13:30,E84167,U,9070690,7/20/09 0:00,13:30,,,,,,
131646,418,Manatee,PALMA SOLA NORTH,5,7/27/2009,11:55,9,9,FALSE,FALSE,,,TStripling,89.6,87.6,1,0.05,0.28,2.03,3,3,,1,3,,,,Good,Good,9.19,Good,156,U,9070909,7/27/09 0:00,13:20,E84167,U,9070909,7/27/09 0:00,13:20,,,,,,
131764,419,Manatee,PALMA SOLA NORTH,5,8/3/2009,9:50,9,9,FALSE,FALSE,,,TStripling,86.3,88.2,1,0,0.07,2.12,2,1,,2,3,,,,Good,Good,9.19,Good,156,U,9080028,8/3/09 0:00,13:30,E84167,U,9080028,8/3/09 0:00,13:30,,,,,,
132094,420,Manatee,PALMA SOLA NORTH,5,8/10/2009,9:50,9,10,FALSE,FALSE,,,TStripling,84.3,86.8,1,0,0.02,2.14,1,3,,2,2,,,,Good,Good,9,Good,156,U,S9080148,8/10/09 0:00,16:05,E85086,,S9080148,8/10/09 0:00,16:05,,,,,,
132615,421,Manatee,PALMA SOLA NORTH,5,8/17/2009,11:35,9,30,FALSE,FALSE,,,TStripling,82.6,83.4,3,0.76,0.91,1.71,3,3,,2,2,,,,Good,Good,9,Good,156,U,9080501,8/17/09 0:00,13:45,E84167,,9080501,8/17/09 0:00,13:45,,,,,,
132722,422,Manatee,PALMA SOLA NORTH,5,8/24/2009,9:50,10,10,FALSE,FALSE,,,TStripling,83.1,85.6,3,0,0.58,1.24,3,3,,2,2,,,,Good,Good,9.19,Good,156,,9080720,8/24/09 0:00,13:00,E84167,,9080720,8/24/09 0:00,13:00,,,,,,
133185,423,Manatee,PALMA SOLA NORTH,5,8/31/2009,10:20,9,9,FALSE,FALSE,,,TStripling,88.4,87.5,3,0,0.9,3.38,3,3,,3,3,,,,Good,Good,9.19,Good,156,U,9080953,8/31/09 0:00,13:30,E84167,U,9080953,8/31/09 0:00,13:30,,,,,,
133356,424,Manatee,PALMA SOLA NORTH,5,9/8/2009,9:55,9,10,FALSE,FALSE,,,TStripling,81.7,85.3,3,0,0,0.17,3,3,,2,2,,,,Good,Good,9.19,Good,156,U,9090241,9/8/09 0:00,13:10,E84167,,9090241,9/8/09 0:00,13:10,,,,,,
133845,425,Manatee,PALMA SOLA NORTH,5,9/14/2009,12:15,300,1150,TRUE,FALSE,,,TStripling,83.7,88.4,3,0.16,6.63,6.63,3,3,,3,3,,,,Poor,Poor,18.53,Good,156,,9090409,9/14/09 0:00,14:20,E84167,,9090409,9/14/09 0:00,14:20,,,,,,
133850,425,Manatee,PALMA SOLA NORTH,5,9/16/2009,10:05,150,50,TRUE,TRUE,,,TStripling,81.3,84.9,2,0.96,1.12,7.59,3,3,,2,2,,Resample_1,41:49.3,Poor,Good,26.26,Good,156,,9090476,9/16/09 0:00,12:10,E84167,,9090476,9/16/09 0:00,12:10,,,,,,
134166,426,Manatee,PALMA SOLA NORTH,5,9/21/2009,13:00,250,790,TRUE,TRUE,,,Brett Peterson,91,86,1,0.01,1.15,2.21,2,2,,1,3,Resample,,,Poor,Poor,45.71,Poor,156,,9090665,9/21/09 0:00,15:50,E84167,,9090665,9/21/09 0:00,15:50,,,,,,
134171,426,Manatee,PALMA SOLA NORTH,5,9/23/2009,15:15,30,40,FALSE,TRUE,,,Brett Peterson,91,90,1,0,1.25,1.3,1,1,,2,3,,Resample_1,35:13.9,Good,Good,43.04,Poor,156,,9090786,9/23/09 0:00,16:35,E84167,,9090786,9/23/09 0:00,16:35,,,,,,
134251,427,Manatee,PALMA SOLA NORTH,5,9/28/2009,10:05,9,9,FALSE,TRUE,,,TStripling,85.8,86.6,1,0.08,0.96,2.04,2,1,,1,2,Advisory remains in effect due to Geo Mean,,,Good,Good,42.4,Poor,156,U,9090891,9/28/09 0:00,14:30,E84167,U,9090891,9/28/09 0:00,14:30,,,,,,
134592,428,Manatee,PALMA SOLA NORTH,5,10/5/2009,9:50,9,10,FALSE,TRUE,,,TStripling,82.6,82.2,1,0,0.03,0.03,3,3,,2,2,Health Advisory remains in effect,,,Good,Good,42.4,Poor,156,U,9100130,10/5/09 0:00,13:50,E84167,,9100130,10/5/09 0:00,13:50,,,,,,
134950,429,Manatee,PALMA SOLA NORTH,5,10/12/2009,12:05,30,100,FALSE,TRUE,,,TStripling,87.3,86.6,1,0,0,0,1,2,,2,3,Advisory remains in effect due to elevated Geo Mean,,,Good,Good,50.35,Poor,156,,9100412,10/12/09 0:00,13:40,E84167,,9100412,10/12/09 0:00,13:40,,,,,,
135272,430,Manatee,PALMA SOLA NORTH,5,10/19/2009,13:55,10,9,FALSE,FALSE,,,TStripling,69.8,70,1,0,0.16,0.16,2,3,,2,2,,,,Good,Good,23.81,Good,156,,9100644,10/19/09 0:00,14:30,E84167,U,9100644,10/19/09 0:00,14:30,,,,,,
135553,431,Manatee,PALMA SOLA NORTH,5,10/26/2009,13:25,10,9,FALSE,FALSE,,,TStripling,82.3,77.2,1,0,0,0,1,3,,1,3,,,,Good,Good,11.94,Good,156,,9100867,10/26/09 0:00,15:50,E84167,U,9100867,10/26/09 0:00,15:50,,,,,,
135979,432,Manatee,PALMA SOLA NORTH,5,11/3/2009,11:30,10,9,FALSE,FALSE,,,TStripling,75,77.2,2,0,0,0.32,2,2,,2,2,,,,Good,Good,12.2,Good,156,,9110049,11/3/09 0:00,12:55,E84167,U,9110049,11/3/09 0:00,12:55,,,,,,
136164,433,Manatee,PALMA SOLA NORTH,5,11/9/2009,10:50,10,40,FALSE,FALSE,,,TStripling,78.1,71.4,2,0,0,0,1,2,,2,2,,,,Good,Good,12.46,Good,156,,9110296,11/9/09 0:00,13:45,E84167,,9110296,11/9/09 0:00,13:45,,,,,,
136595,434,Manatee,PALMA SOLA NORTH,5,11/16/2009,13:00,30,30,FALSE,FALSE,,,Brett D. Peterson,78.2,71.4,1,0,0,0.06,1,2,,3,3,,,,Good,Good,12.46,Good,156,,9110497,11/16/09 0:00,15:15,E84167,,9110497,11/16/09 0:00,15:15,,,,,,
136791,435,Manatee,PALMA SOLA NORTH,5,11/23/2009,10:10,9,9,FALSE,FALSE,,,TStripling,75.3,73.3,2,0,0,0,1,3,,3,3,,,,Good,Good,12.2,Good,156,U,9110706,11/23/09 0:00,13:40,E84167,U,9110706,11/23/09 0:00,13:40,,,,,,
137292,436,Manatee,PALMA SOLA NORTH,5,11/30/2009,13:30,10,30,FALSE,FALSE,,,Brett D. Peterson,82,72,1,0,0,0.4,2,2,,2,3,,,,Good,Good,12.2,Good,156,,9110875,11/30/09 0:00,16:25,E84167,,9110875,11/30/09 0:00,16:25,,,,,,
137445,437,Manatee,PALMA SOLA NORTH,5,12/7/2009,13:15,20,9,FALSE,FALSE,,,Brett D. Peterson,72,67,2,0,1.69,2.41,3,3,,2,3,,,,Good,Good,14.01,Good,156,,9120231,12/7/09 0:00,16:45,E84167,U,9120231,12/7/09 0:00,16:45,,,,,,
137818,438,Manatee,PALMA SOLA NORTH,5,12/15/2009,11:30,9,30,FALSE,FALSE,,,TStripling,76.1,73.2,1,0,0,0.02,2,3,,3,3,,,,Good      ,Good      ,13.72,Good      ,156,U,9120441,12/15/09 0:00,14:30,E84167,,9120441,12/15/09 0:00,14:30,9,9,,,,
138172,439,Manatee,PALMA SOLA NORTH,5,12/22/2009,11:55,9,10,FALSE,FALSE,,,TStripling,58.2,60.1,2,0,0,0.18,3,3,,1,3,,,,Good      ,Good      ,10.78,Good      ,156,U,9120667,12/22/09 0:00,14:25,E84167,,9120667,12/22/09 0:00,14:25,9,9,,,,
138276,440,Manatee,PALMA SOLA NORTH,5,12/28/2009,12:05,10,10,FALSE,FALSE,,,TStripling,63.9,61.1,2,0,0.01,0.01,2,2,,1,2,,,,Good      ,Good      ,11.01,Good      ,156,,9120802,12/28/09 0:00,14:30,E84167,,9120802,12/28/09 0:00,14:30,9,9,,,,
138622,441,Manatee,PALMA SOLA NORTH,5,1/4/2010,12:55,9,9,FALSE,FALSE,,,TStripling,48.4,53.8,1,0,1.01,1.01,2,3,,1,3,,,,Good,Good,10.78,Good,156,U,10010058,1/4/2010,16:30,E84167,U,10010058,1/4/2010,16:30,9,9,,,,
139112,442,Manatee,PALMA SOLA NORTH,5,1/12/2010,12:15,9,9,FALSE,FALSE,,,TStripling,57.4,47.6,1,0,0.2,0.22,2,3,,2,2,,,,Good,Good,9.19,Good,156,U,10010403,1/12/2010,15:40,E84167,U,10010403,1/12/2010,15:40,9,9,,,,
139416,443,Manatee,PALMA SOLA NORTH,5,1/19/2010,12:25,20,10,FALSE,FALSE,,,TStripling,62.9,60.3,1,0,1.12,1.12,2,3,,2,3,,,,Good,Good,10.78,Good,156,,10010606,1/19/2010,15:30,E84167,,10010606,1/19/2010,15:30,9,9,,,,
139666,444,Manatee,PALMA SOLA NORTH,5,1/25/2010,12:20,30,30,FALSE,FALSE,,,TStripling,64.4,68.7,1,0.71,0.74,0.74,2,2,,1,2,,,,Good,Good,13.72,Good,156,,10010752,1/25/2010,13:30,E84167,,10010752,1/25/2010,13:30,9,9,,,,
140012,445,Manatee,PALMA SOLA NORTH,5,2/2/2010,11:55,10,20,FALSE,FALSE,,,TStripling,65.7,62.5,3,0.16,0.17,0.17,2,2,,2,2,,,,Good,Good,13.72,Good,156,,10020056,2/2/2010,15:15,E84167,,10020056,2/2/2010,15:15,9,9,,,,
140150,446,Manatee,PALMA SOLA NORTH,5,2/8/2010,13:45,9,9,FALSE,FALSE,,,TStripling,57.1,59.8,1,0,0.81,1,2,2,,2,2,,,,Good,Good,13.72,Good,156,U,10020282,2/8/2010,14:25,E84167,U,10020282,2/8/2010,14:25,9,9,,,,
140446,447,Manatee,PALMA SOLA NORTH,5,2/15/2010,13:10,9,9,FALSE,FALSE,,,TStripling,56.2,53.8,1,0,0.43,0.54,2,3,,1,2,,,,Good,Good,13.72,Good,156,U,10020494,2/15/2010,14:00,E84167,U,10020494,2/15/2010,14:00,9,9,,,,
140860,448,Manatee,PALMA SOLA NORTH,5,2/22/2010,10:10,9,10,FALSE,FALSE,,,TStripling,68.8,59.8,1,0,0,0,2,2,,2,2,,,,Good,Good,11.69,Good,156,U,10020752,2/22/2010,13:20,E84167,,10020752,2/22/2010,13:20,9,9,,,,
141045,449,Manatee,PALMA SOLA NORTH,5,3/1/2010,12:50,9,10,FALSE,FALSE,,,TStripling,65.1,59.2,1,0,0.49,0.49,1,2,,3,3,,,,Good,Good,9.19,Good,156,U,10030024,3/1/2010,15:45,E84167,,10030024,3/1/2010,15:45,9,9,,,,
141417,450,Manatee,PALMA SOLA NORTH,5,3/8/2010,12:45,9,9,FALSE,FALSE,,,TStripling,65.3,65.1,1,0,0,0.09,2,2,,1,3,,,,Good,Good,9,Good,156,U,10030250,3/8/2010,14:00,E84167,U,10030250,3/8/2010,14:00,9,9,,,,
141762,451,Manatee,PALMA SOLA NORTH,5,3/15/2010,13:40,30,10,FALSE,FALSE,,,TStripling,66.5,65.1,1,0,2.4,2.41,2,2,,1,2,,,,Good,Good,11.45,Good,156,,10030494,3/15/2010,14:45,E84167,,10030494,3/15/2010,14:45,9,9,,,,
142075,452,Manatee,PALMA SOLA NORTH,5,3/23/2010,11:30,9,9,FALSE,FALSE,,,TStripling,63.2,64.4,1,0,0.48,0.51,2,2,,1,2,,,,Good,Good,11.45,Good,156,U,10030739,3/23/2010,15:25,E84167,U,10030739,3/23/2010,15:25,9,9,,,,
142428,453,Manatee,PALMA SOLA NORTH,5,3/30/2010,13:15,9,10,FALSE,FALSE,,,TStripling,59.8,68.2,1,0,0.69,1.15,2,1,,1,2,,,,Good,Good,11.45,Good,156,U,10030950,3/30/2010,14:00,E84167,,10030950,3/30/2010,14:00,9,9,,,,
142732,454,Manatee,PALMA SOLA NORTH,5,4/5/2010,12:45,30,10,FALSE,FALSE,,,TStripling,77.8,73.3,1,0,0,0.43,2,2,,2,3,,,,Good,Good,14.57,Good,156,,10040122,4/5/2010,14:30,E84167,U,10040122,4/5/2010,14:30,10,10,,,,
142975,455,Manatee,PALMA SOLA NORTH,5,4/12/2010,10:30,10,10,FALSE,FALSE,,,TStripling,73.3,73.2,1,0.03,0.04,0.04,2,2,,2,2,,,,Good,Good,14.57,Good,156,U,10040402,4/12/2010,13:45,E84167,U,10040402,4/12/2010,13:45,10,10,,,,
143296,456,Manatee,PALMA SOLA NORTH,5,4/19/2010,10:55,10,10,FALSE,FALSE,,,TStripling,66.8,74.2,1,0.09,0.14,0.14,2,2,,2,2,,,,Good,Good,11.69,Good,156,,10040715,4/19/2010,14:20,E84167,U,10040715,4/19/2010,14:20,10,10,,,,
143658,457,Manatee,PALMA SOLA NORTH,5,4/26/2010,13:05,10,10,FALSE,FALSE,,,TStripling,76.2,78.4,1,1.61,1.61,1.62,3,1,,1,2,,,,Good,Good,11.69,Good,156,U,10040988,4/26/2010,14:10,E84167,U,10040988,4/26/2010,14:10,10,10,,,,
143875,458,Manatee,PALMA SOLA NORTH,5,5/3/2010,11:05,10,10,FALSE,FALSE,,,TStripling,82.4,79.9,1,0,0,1.62,2,2,,2,3,,,,Good,Good,11.94,Good,156,,10050010,5/3/2010,13:40,E84167,U,10050010,5/3/2010,13:40,10,10,,,,
