autonumber,PeriodID,County,SPLocation,SPNo,Date,SampleTime,enterococcus,fecalColiform,PoorResults,advisory,WaterQuality,CollectionTime,Collector,AirTemp,WaterTemp,Weather,RainFall24h,RainFall3d,RainLastWeek,TidalConditionsA,TidalConditionsB,CurrentDirectionA,CurrentDirectionB,CurrentStrength,CommentField,Resample,Updated,enterococcus_code,fecalColiform_code,ec_GeoMean,ec_GeoMean_Code,SPID,Value_Qual,Batch_ID,Analysis_date,Analysis_Time,Lab_ID,Value_Qual_FC,Batch_ID_FC,Analysis_date_FC,Analysis_Time_FC,MDL_EC,MDL_FC,uql,uql_fc
33268,105,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/28/03,9:38,50,70,FALSE,FALSE,,,t larkin,85,86,1,2.03,1.86,0.02,2,1,,3,3,,,7/30/03 9:47,MODERATE,GOOD,16.48,Good,161,,,,,,,,,,,,,
33605,106,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/4/03,9:00,9,9,FALSE,FALSE,,,t manning,83,88,1,0,3.61,3.64,1,2,,3,3,,,8/6/03 9:16,GOOD,GOOD,12.95,Good,161,,,,,,,,,,,,,
33898,107,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/11/03,9:09,1,10,FALSE,FALSE,,,t manning,82,84,2,2.81,7.69,8.19,2,2,,3,3,,,8/19/03 14:19,GOOD,GOOD,8.35,Good,161,,,,,,,,,,,,,
34267,108,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/18/03,10:13,10,9,FALSE,FALSE,,,t larkin,84,85,1,0.01,2.07,3.03,1,2,,3,3,,,8/20/03 15:46,GOOD,GOOD,8.35,Good,161,,,,,,,,,,,,,
34508,109,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/25/03,9:02,20,10,FALSE,FALSE,,,t manning,80,88,1,0.03,0.03,4.11,2,1,,1,3,,,8/26/03 16:27,GOOD,GOOD,9.79,Good,161,,,,,,,,,,,,,
34922,110,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/2/03,10:52,10,9,FALSE,FALSE,,,T. Larkin,81,84,1,1.14,1.18,3.69,1,3,,3,3,,,9/4/03 8:47,GOOD,GOOD,7.1,Good,161,,,,,,,,,,,,,
35197,111,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/8/03,9:10,10,9,FALSE,FALSE,,,t manning,82,84,1,0,0.84,3.43,2,1,,3,3,,,9/10/03 8:36,GOOD,GOOD,7.25,Good,161,,,,,,,,,,,,,
35524,112,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/15/03,9:45,9,30,FALSE,FALSE,,, t larkin,81,84,1,0.19,0.19,0,1,3,,3,3,,,9/17/03 11:06,GOOD,GOOD,11.25,Good,161,,,,,,,,,,,,,
35811,113,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/22/03,9:46,10,80,FALSE,FALSE,,,t manning,80,84,1,0,0.13,0.85,2,1,,3,3,,,9/24/03 13:26,GOOD,GOOD,11.25,Good,161,,,,,,,,,,,,,
36111,114,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/29/03,9:44,20,10,FALSE,FALSE,,,T. Larkin,74,83,3,0,0.03,1.37,1,3,,3,3,,,9/30/03 16:17,GOOD,GOOD,11.25,Good,161,,,,,,,,,,,,,
36475,115,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/6/03,9:40,9,9,FALSE,FALSE,,,t manning,76,82,1,0,0,0.79,2,1,,3,3,,,10/8/03 10:06,GOOD,GOOD,11.01,Good,161,,,,,,,,,,,,,
36778,116,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/13/03,9:58,9,9,FALSE,FALSE,,,t larkin,77,81,2,0.29,0.29,0.29,1,3,,3,3,,,10/14/03 16:39,GOOD,GOOD,10.78,Good,161,,,,,,,,,,,,,
37117,117,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/20/03,10:04,9,9,FALSE,FALSE,,,t larkin,74,77,2,0,0,0.05,1,1,,3,3,,,10/22/03 13:01,GOOD,GOOD,10.78,Good,161,,,,,,,,,,,,,
37447,118,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/27/03,9:55,9,9,FALSE,FALSE,,,t larkin,79,77,1,0,0.01,0.01,2,3,,3,3,,,10/29/03 8:18,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
37734,119,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/3/03,10:10,9,9,FALSE,FALSE,,,t larkin,77,74,2,0.01,0.01,0.64,1,2,,2,3,,,11/5/03 12:29,GOOD,GOOD,9,Good,161,,,,,,,,,,,,,
38022,120,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/10/03,10:03,9,9,FALSE,FALSE,,,t larkin,68,74,1,0,0,0.17,2,3,,3,3,,,11/12/03 9:12,GOOD,GOOD,9,Good,161,,,,,,,,,,,,,
38462,121,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/17/03,9:31,9,9,FALSE,FALSE,,,t manning,76,74,1,0,0,0,1,2,,3,3,,,11/19/03 15:53,GOOD,GOOD,9,Good,161,,,,,,,,,,,,,
38772,122,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/24/03,10:08,10,9,FALSE,FALSE,,,t larkin,73,69,1,0,0,0.43,2,3,,1,3,,,11/26/03 8:56,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
39014,123,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/1/03,9:22,9,9,FALSE,FALSE,,,t manning,66,66,1,0,0.09,0.09,1,2,,3,3,,,12/2/03 16:45,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
39266,124,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/8/03,10:04,53,60,FALSE,FALSE,,,t larkin,53,60,1,0,0,0,1,3,,3,3,,,12/9/03 16:20,MODERATE,GOOD,13.1,Good,161,,,,,,,,,,,,,
39606,125,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/15/03,9:17,30,10,FALSE,FALSE,,,t manning,50,62,1,2.11,2.11,2.14,1,3,,2,2,,,12/17/03 8:35,GOOD,GOOD,16.67,Good,161,,,,,,,,,,,,,
39970,126,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/22/03,9:53,9,9,FALSE,FALSE,,,t larkin,54,56,1,0,0,0.15,2,3,,3,3,"water turbid, smelly",,12/23/03 16:41,GOOD,GOOD,16.67,Good,161,,,,,,,,,,,,,
40226,127,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/29/03,9:50,9,9,FALSE,FALSE,,,t larkin,60,61,2,0,0,0,1,2,,3,3,,,12/30/03 16:05,GOOD,GOOD,16.32,Good,161,,,,,,,,,,,,,
40536,128,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/5/04,9:30,9,9,FALSE,FALSE,,,t manning,68,69,1,0,0,0,2,3,,3,3,,,1/6/04 16:38,GOOD,GOOD,16.32,Good,161,,,,,,,,,,,,,
40835,129,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/12/04,10:01,10,10,FALSE,FALSE,,,t larkin,57,56,1,0,0.01,0.01,1,3,,3,3,,,1/13/04 15:49,GOOD,GOOD,11.69,Good,161,,,,,,,,,,,,,
41196,130,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/19/04,11:13,9,9,FALSE,FALSE,,,t manning,56,60,1,0,1.46,1.46,2,3,,3,3,,,1/21/04 16:17,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
41464,131,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/26/04,8:53,20,50,FALSE,FALSE,,,t larkin,65,60,1,0.18,0.01,0.01,1,3,,1,3,,,1/27/04 16:36,GOOD,GOOD,10.78,Good,161,,,,,,,,,,,,,
41931,132,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/2/04,9:35,10,9,FALSE,FALSE,,,t manning,66,64,2,0.01,0.62,0.75,2,3,,1,2,,,2/4/04 16:47,GOOD,GOOD,11.01,Good,161,,,,,,,,,,,,,
42237,133,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/9/04,10:50,10,9,FALSE,FALSE,,,t larkin,63,59,1,0.07,0.06,0,2,3,,3,3,,,2/11/04 15:30,GOOD,GOOD,11.25,Good,161,,,,,,,,,,,,,
42467,134,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/16/04,9:28,9,9,FALSE,FALSE,,,t manning,57,66,2,0,1.15,1.16,2,3,,2,1,,,2/18/04 8:41,GOOD,GOOD,11.01,Good,161,,,,,,,,,,,,,
42837,135,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/23/04,10:05,9,9,FALSE,FALSE,,,t larkin,64,63,1,0,0,0,2,3,,3,3,,,2/25/04 8:36,GOOD,GOOD,11.01,Good,161,,,,,,,,,,,,,
43102,136,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/1/04,11:10,9,9,FALSE,FALSE,,,t larkin,72,63,2,0,0,3.9,2,2,,3,3,,,3/2/04 16:41,GOOD,GOOD,9.39,Good,161,,,,,,,,,,,,,
43456,137,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/8/04,9:31,50,9,FALSE,FALSE,,,t manning,68,68.7,1,0,0,0,2,3,,2,2,,,3/10/04 9:42,MODERATE,GOOD,12.95,Good,161,,,,,,,,,,,,,
43950,138,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/15/04,9:36,10,10,FALSE,FALSE,,,t larkin,66,65,3,0.06,0.06,0.06,2,2,,3,3,,,3/19/04 11:10,GOOD,GOOD,12.95,Good,161,,,,,,,,,,,,,
44171,139,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/22/04,9:31,9,9,FALSE,FALSE,,,t manning,65,68,1,0,0,0.45,2,3,,2,2,,,3/25/04 8:36,GOOD,GOOD,12.95,Good,161,,,,,,,,,,,,,
44358,140,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/29/04,10:00,9,10,FALSE,FALSE,,,t larkin,79,69,1,0,0,0,2,2,,3,3,,,3/30/04 16:43,GOOD,GOOD,12.95,Good,161,,,,,,,,,,,,,
44783,141,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/5/04,9:33,9,9,FALSE,FALSE,,,T. Manning,68,67,1,0,0,0,2,3,,2,2,,,4/7/04 15:08,GOOD,GOOD,12.95,Good,161,,,,,,,,,,,,,
45222,142,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/12/04,10:30,30,10,FALSE,FALSE,,,t larkin,77,70,2,0.69,0.69,0.78,2,3,,3,3,,,4/16/04 11:03,GOOD,GOOD,11.69,Good,161,,,,,,,,,,,,,
45283,143,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/19/04,10:17,9,9,FALSE,FALSE,,,t larkin,70,69,1,0,0,1.22,2,2,,3,3,,,4/20/04 13:28,GOOD,GOOD,11.45,Good,161,,,,,,,,,,,,,
45680,144,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/26/04,10:33,9,9,FALSE,FALSE,,,t larkin,80,75,1,0,0,0,2,2,,3,3,,,4/28/04 9:28,GOOD,GOOD,11.45,Good,161,,,,,,,,,,,,,
46162,145,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/3/04,9:52,9,60,FALSE,FALSE,,,t larkin,75,77,3,0.04,0.61,0.69,2,2,,1,3,,,5/6/04 15:25,GOOD,GOOD,11.45,Good,161,,,,,,,,,,,,,
46329,146,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/11/04,10:02,9,9,FALSE,FALSE,,,t larkin,77,76,1,0,0,0,2,2,,3,3,,,5/12/04 14:52,GOOD,GOOD,11.45,Good,161,,,,,,,,,,,,,
46692,147,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/18/04,7:18,20,9,FALSE,FALSE,,,t larkin,68,78,1,0.3,0.3,0.3,2,2,,1,3,,,5/19/04 16:44,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
47036,148,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/24/04,9:35,9,9,FALSE,FALSE,,,t larkin,77,78,1,0,0,0,2,2,,3,3,,,5/27/04 8:50,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
47425,149,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/1/04,9:37,9,50,FALSE,FALSE,,,t larkin,84,84,1,0,0,0,2,1,,3,3,,,6/4/04 16:26,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
47527,150,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/7/04,9:19,9,9,FALSE,FALSE,,,t larkin,78,85,1,0,0,0,2,1,,3,3,,,6/8/04 16:51,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
47842,151,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/14/04,9:15,20,60,FALSE,FALSE,,,t larkin,76,85,1,0.66,1.13,1.21,2,1,,1,3,,,6/15/04 16:33,GOOD,GOOD,12.39,Good,161,,,,,,,,,,,,,
48318,152,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/21/04,9:17,9,9,FALSE,FALSE,,,t larkin,84,85,1,0,0,0,2,2,,1,3,,,6/24/04 16:54,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
48626,153,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,6/28/04,10:21,9,9,FALSE,FALSE,,,t larkin,82,84,2,2.08,2.22,2.28,2,1,,3,3,,,7/1/04 10:38,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
48973,154,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/7/04,10:20,9,9,FALSE,FALSE,,,t larkin,86,86,1,0,0,0,1,2,,3,3,,,7/9/04 11:07,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
49310,155,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/12/04,9:49,9,30,FALSE,FALSE,,,t larkin,82,86,1,0.1,0.1,0.47,2,1,,3,3,,,7/16/04 11:29,GOOD,GOOD,10.56,Good,161,,,,,,,,,,,,,
49548,156,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/19/04,9:45,9,60,FALSE,FALSE,,,t larkin,79,82,2,2.15,3.48,3.73,2,1,,1,2,very rough surf,,7/22/04 14:39,GOOD,GOOD,9,Good,161,,,,,,,,,,,,,
49700,157,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,7/26/04,10:02,10,9,FALSE,FALSE,,,t larkin,79,84,1,0,0.69,5.53,1,3,,3,3,,,7/27/04 16:46,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
50022,158,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/2/04,11:15,9,9,FALSE,FALSE,,,t larkin,79,83,1,0.41,0.46,1.34,2,1,,1,1,,,8/3/04 16:30,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
50517,159,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/9/04,9:58,9,9,FALSE,FALSE,,,t larkin,82,82,1,0.8,2.15,2.99,1,2,,3,3,,,8/12/04 11:30,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
50849,160,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/17/04,10:14,9,9,FALSE,FALSE,,,t larkin,82,83,1,0,0.7,1,2,2,,3,3,beach access closed,,8/19/04 11:42,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
50937,161,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/23/04,11:15,9,9,FALSE,FALSE,,,t larkin,87,88,3,0,0.2,0.21,1,3,,3,3,beach access closed,,8/24/04 13:51,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
51370,162,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,8/30/04,10:47,9,10,FALSE,FALSE,,,t larkin,91,87,1,0.09,0.44,3.15,2,2,,3,3,,,9/1/04 14:42,GOOD,GOOD,9,Good,161,,,,,,,,,,,,,
51777,163,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/8/04,10:42,9,20,FALSE,FALSE,,,t larkin,87,83,1,0.1,4.63,4.73,1,2,,3,3,,,9/10/04 15:47,GOOD,GOOD,9,Good,161,,,,,,,,,,,,,
51832,164,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/13/04,10:33,10,50,FALSE,FALSE,,,t larkin,85,83,1,0.01,0.04,0.06,2,3,,1,1,,,9/14/04 16:41,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
52289,165,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/20/04,9:58,9,9,FALSE,FALSE,,,t larkin,77,81,2,0,0,1.08,1,3,,3,3,,,9/23/04 9:15,GOOD,GOOD,9.19,Good,161,,,,,,,,,,,,,
52652,166,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,9/28/04,13:38,9,9,FALSE,FALSE,,,t larkin,90,80,1,0.19,4.67,4.94,2,1,,3,3,,,9/30/04 14:15,GOOD,GOOD,9.19,Good,161,u,9/28/04,9/28/04 0:00,15:20,e84167,u,9/28/04,9/28/04 0:00,15:20,,,,
52813,167,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/4/04,10:31,9,9,FALSE,FALSE,,,t larkin,82,83,1,0,0,0.28,1,3,,3,3,,,10/5/04 14:54,GOOD,GOOD,9.19,Good,161,u,10/4/04,10/4/04 0:00,13:10,e84167,u,10/4/04,10/4/04 0:00,13:10,,,,
53348,168,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/11/04,10:15,50,100,FALSE,FALSE,,,t larkin,77,79,2,0,0,0.98,2,1,,2,3,,,10/14/04 15:06,MODERATE,GOOD,12.95,Good,161,,10/11/04,10/11/04 0:00,12:30,e84167,,10/11/04,10/11/04 0:00,12:30,,,,
53492,169,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/18/04,10:23,9,9,FALSE,FALSE,,,t larkin,77,76,1,0,0.16,0.99,1,3,,3,3,,,10/19/04 15:28,GOOD,GOOD,12.68,Good,161,u,10/18/04,10/18/04 0:00,12:16,e84167,u,10/18/04,10/18/04 0:00,12:16,,,,
53785,170,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,10/25/04,10:27,9,9,FALSE,FALSE,,,t larkin,76,78,1,0,0,0.1,2,2,,3,3,,,,,,12.68,Good,161,u,10/25/04,10/25/04 0:00,12:25,e84167,u,10/25/04,10/25/04 0:00,12:25,,,,
54233,171,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/1/04,9:40,10,10,FALSE,FALSE,,,t larkin,80,78,1,0,0,0,1,3,,3,3,,,,,,12.95,Good,161,u,11/1/04,11/1/04 0:00,11:38,e84167,u,11/1/04,11/1/04 0:00,11:38,,,,
54501,172,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/8/04,12:18,10,10,FALSE,FALSE,,,t larkin,75,74,1,0,0.05,0.05,1,1,,3,3,,,,Good,Good,13.23,Good,161,u,11/8/04,11/8/04 0:00,14:06,e84167,u,11/8/04,11/8/04 0:00,14:06,,,,
54908,173,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/15/04,10:30,10,10,FALSE,FALSE,,,t larkin,74,70,1,0,0,0,2,3,,3,3,,,,Good,Good,9.59,Good,161,u,11/15/04,11/15/04 0:00,12:53,e84167,u,11/15/04,11/15/04 0:00,12:53,,,,
55181,174,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/22/04,10:08,10,10,FALSE,FALSE,,,t larkin,75,73,1,0,0,0,2,1,,3,3,,,,Good,Good,9.79,Good,161,u,11/22/04,11/22/04 0:00,12:50,e84167,u,11/22/04,11/22/04 0:00,12:50,,,,
55630,175,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,11/29/04,9:50,10,10,FALSE,FALSE,,,t larkin,68,68,1,0,0.53,0.88,2,3,,3,3,,,,Good,Good,10,Good,161,,11/29/04,11/29/04 0:00,13:04,e84167,u,11/29/04,11/29/04 0:00,13:04,,,,
55849,176,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/6/04,10:55,10,10,FALSE,FALSE,,,t larkin,78,69,1,0,0,0,1,2,,3,3,,,,Good,Good,10,Good,161,u,12/6/04,12/6/04 0:00,12:45,e84167,u,12/6/04,12/6/04 0:00,12:45,,,,
56168,177,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/13/04,10:25,30,10,FALSE,FALSE,,,t larkin,68,64,1,0,0.07,0.07,2,3,,3,3,,,,Good,Good,12.46,Good,161,,12/13/04,12/13/04 0:00,13:40,e84167,u,12/13/04,12/13/04 0:00,13:40,,,,
56482,178,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/20/04,10:48,10,10,FALSE,FALSE,,,t larkin,51,58,1,0,0,0,1,3,,3,3,,,,Good,Good,12.46,Good,161,u,12/20/04,12/20/04 0:00,13:10,e84167,,12/20/04,12/20/04 0:00,13:10,,,,
56791,179,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,12/27/04,10:21,20,80,FALSE,FALSE,,,t larkin,52,54,1,0.01,1.48,1.55,2,3,,3,3,,,,Good,Good,14.31,Good,161,,12/27/04,12/27/04 0:00,12:37,e84167,,12/27/04,12/27/04 0:00,12:37,,,,
56931,180,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/3/05,10:17,10,10,FALSE,FALSE,,,t larkin,66,62,1,0,0,0,1,3,,3,3,,,,Good,Good,14.31,Good,161,u,1/3/05,1/3/05 0:00,12:20,e84167,,1/3/05,1/3/05 0:00,12:20,,,,
57490,181,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/10/05,13:04,10,10,FALSE,FALSE,,,t larkin,69,67,1,0,0,0,2,3,,3,3,,,,Good,Good,14.31,Good,161,u,1/10/05,1/10/05 0:00,14:30,e84167,u,1/10/05,1/10/05 0:00,14:30,,,,
57695,182,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/18/05,10:45,10,10,FALSE,FALSE,,,t larkin,55,57,1,0,0,1.04,1,3,,3,3,,,,Good,Good,11.49,Good,161,u,1/18/05,1/18/05 0:00,12:15,e84167,u,1/18/05,1/18/05 0:00,12:15,,,,
58051,183,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/24/05,10:42,10,10,FALSE,FALSE,,,t larkin,46,55,1,0,0.02,0.02,2,3,,3,3,,,,Good,Good,11.49,Good,161,u,1/24/05,1/24/05 0:00,12:43,e84167,u,1/24/05,1/24/05 0:00,12:43,,,,
58210,184,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,1/31/05,10:27,10,10,FALSE,FALSE,,,t larkin,58,61,1,0,0.01,0.01,2,3,,3,3,,,,Good,Good,10,Good,161,u,1/31/05,1/31/05 0:00,13:00,e84167,u,1/31/05,1/31/05 0:00,13:00,,,,
58579,185,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/7/05,10:45,10,10,FALSE,FALSE,,,t larkin,65,62,1,0,0,0,2,2,,3,3,,,,Good,Good,10,Good,161,u,2/7/05,2/7/05 0:00,12:45,e84167,u,2/7/05,2/7/05 0:00,12:45,,,,
58998,186,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/14/05,10:34,10,10,FALSE,FALSE,,,t larkin,70,61,1,0,0,0,2,2,,1,2,,,,Good,Good,10,Good,161,u,2/14/05,2/14/05 0:00,13:10,e84167,u,2/14/05,2/14/05 0:00,13:10,,,,
59220,187,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/21/05,10:31,10,10,FALSE,FALSE,,,t larkin,69,65,1,0,0,0,2,2,,1,3,,,,Good,Good,10,Good,161,u,2/21/05,2/21/05 0:00,14:30,e84167,u,2/21/05,2/21/05 0:00,14:30,,,,
59654,188,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,2/28/05,10:11,10,20,FALSE,FALSE,,,t larkin,72,69,1,5.17,5.24,5.24,2,2,,1,3,red tide,,,Good,Good,10,Good,161,,2/28/05,2/28/05 0:00,12:30,e84167,,2/28/05,2/28/05 0:00,12:30,,,,
59971,189,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/7/05,10:57,10,10,FALSE,FALSE,,,t larkin,70,66,1,0,0.03,0.21,2,2,,3,3,,,,Good,Good,10,Good,161,u,3/7/05,3/7/05 0:00,13:01,e84167,u,3/7/05,3/7/05 0:00,13:01,,,,
60167,190,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/14/05,9:49,10,10,FALSE,FALSE,,,t larkin,70,67,2,0,0,0.6,2,2,,3,3,,,,Good,Good,10,Good,161,u,3/14/05,3/14/05 0:00,13:10,e84167,u,3/14/05,3/14/05 0:00,13:10,,,,
60436,191,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/21/05,10:02,10,10,FALSE,FALSE,,,t larkin,72,68,1,0.02,0.02,2.72,2,3,,3,3,,,,Good,Good,10,Good,161,u,3/21/05,3/21/05 0:00,13:15,e84167,u,3/21/05,3/21/05 0:00,13:15,,,,
60920,192,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,3/28/05,9:54,10,10,FALSE,FALSE,,,t larkin,71,71,2,0,0,0.02,2,1,,3,3,,,,Good,Good,10,Good,161,u,3/28/05,3/28/05 0:00,14:10,e84167,u,3/28/05,3/28/05 0:00,14:10,,,,
61268,193,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/5/05,9:15,10,10,FALSE,FALSE,,,t larkin,71,70,1,0,0.89,0.89,2,3,,3,3,,,,Good,Good,10,Good,161,u,4/5/05,4/5/05 0:00,13:40,e84167,u,4/5/05,4/5/05 0:00,13:40,,,,
61429,194,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/11/05,10:22,10,10,FALSE,FALSE,,,t larkin,72,71,1,0,0,0.58,2,2,,3,3,beach now closed no parking allowed,,,Good,Good,10,Good,161,u,4/11/05,4/11/05 0:00,13:40,E84167,u,4/11/05,4/11/05 0:00,13:40,,,,
61715,195,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/18/05,10:39,10,10,FALSE,FALSE,,,t larkin,66,70,1,0,0,0.12,2,2,,3,3,,,,Good,Good,10,Good,161,u,4/18/05,4/18/05 0:00,12:30,E84167,u,4/18/05,4/18/05 0:00,12:30,,,,
62084,196,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,4/25/05,10:45,10,10,FALSE,FALSE,,,hans roese,75,70,1,0,0,0,2,2,,2,2,red tide / updated location,,,Good,Good,10,Good,161,u,4/25/05,4/25/05 0:00,12:40,E84167,u,4/25/05,4/25/05 0:00,12:40,,,,
62528,197,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/2/05,10:38,10,10,FALSE,FALSE,,,t larkin,77,77,2,0.78,0.78,3.11,3,1,,3,3,,,,Good,Good,10,Good,161,u,5/2/05,5/2/05 0:00,12:30,E84167,u,5/2/05,5/2/05 0:00,12:30,,,,
62690,198,Manatee,Broadway Beach Access (F.K.A. Whitney Beach),10,5/9/05,9:59,10,10,FALSE,FALSE,,,T. Larkin,76,75,1,0,0,0.63,2,2,,3,3,,,,Good,Good,10,Good,161,u,5/9/05,5/9/05 0:00,12:50,E84167,u,5/9/05,5/9/05 0:00,12:50,,,,
